Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
54	18.742735	1.9735398	22.87015	15.095913	81.583336	35.00228	168.0	10.0	1000.0	136727.0	0.08286484848484849	1.9350657	0.47127756	2.6168525	-0.08551328	8.520044	5.4534655	34.3764	-3.8955944	5.5879354e-09	-0.008456615	-5.2154064e-08	-0.0011326638	0.1223411	-0.021238584	27.317501	-16.147438	0	0	2.382469	0.0	1.1913438	0.009757649	1650000	1183.6471707820892
55	17.833002	2.3247242	21.287277	14.121284	80.75	39.69073	180.0	0.0	1000.0	139189.0	0.08285059523809524	1.9268847	0.46612856	2.752106	-0.13926111	8.288356	5.3222413	33.249504	-3.680629	5.5879354e-09	-0.0065379473	-3.3527613e-08	0.0001350455	0.13493294	-0.03197092	26.67213	-15.103218	0	0	2.5507555	1.0	1.1925485	0.0063872277	1680000	1205.4644176959991
56	18.52442	2.3198977	24.371311	13.986248	75.041664	20.721323	120.0	19.0	1000.0	141404.0	0.08269239766081872	1.9034419	0.5125234	2.9536393	-0.28100085	7.783101	5.3085055	31.7513	-7.741599	9.313226e-10	-0.007986339	-2.9802322e-08	0.0013434731	0.14870544	-0.03286726	25.50879	-15.360045	0	0	2.3903673	0.0	1.1869922	0.009693084	1710000	1227.2608766555786
57	19.136732	3.27429	23.978315	12.376593	78.375	34.39454	160.0	17.0	1000.0	143725.0	0.08260057471264368	1.949275	0.47629002	3.0188713	-0.11584416	7.5508876	5.034956	31.018734	-3.5999045	6.519258e-09	-0.008033084	-1.3038516e-08	0.0015087575	0.14568806	-0.03547586	24.286613	-14.810854	0	0	2.4093933	0.0	1.1648854	0.009540357	1740000	1249.0887122154236
58	18.016834	2.0082366	21.713848	14.538936	74.375	29.143055	131.0	0.0	1000.0	145973.0	0.08247062146892656	1.9303302	0.50130355	2.8947673	-0.3074436	7.961117	5.0954313	33.728634	-3.7556796	1.8626451e-08	-0.007898746	3.5390258e-08	0.0027512293	0.13182682	-0.030298028	24.712399	-15.355075	0	0	2.4650688	0.0	1.1603191	0.009730905	1770000	1270.6515514850616
59	18.187273	2.2739897	23.305668	13.760626	67.458336	40.727734	156.0	9.0	1000.0	148147.0	0.08230388888888888	1.8931351	0.4968409	3.1130655	-0.52077955	7.643503	5.50753	37.557644	-6.3489656	0.0	-0.0070155924	2.2351742e-08	-0.0030585816	0.14822207	-0.042137146	26.272503	-16.109287	0	0	2.7335188	0.0	1.1604228	0.009499628	1800000	1292.0497472286224
60	18.774544	2.247108	23.100264	13.943293	80.041664	32.306446	162.0	13.0	1000.0	150603.0	0.0822967213114754	1.9226685	0.46476808	2.743439	-0.13860463	8.324139	5.5479116	38.56543	-3.7640576	-7.450581e-09	-0.007819525	-4.0978193e-08	0.003540892	0.13865003	-0.039132476	25.329147	-16.180182	0	0	2.546087	0.0	1.1448672	0.009406789	1830000	1313.2209646701813
61	18.729546	2.1025171	22.144535	13.905283	79.916664	36.93792	182.0	22.0	1000.0	153126.0	0.0823258064516129	1.9171855	0.46410584	2.7846766	-0.5661893	8.323422	5.5200124	30.080553	-4.2686286	1.6763806e-08	-0.007964092	6.3329935e-08	0.0029260875	0.14533192	-0.039529704	28.802725	-18.800728	0	0	2.5992403	0.0	1.1564069	0.0098207835	1860000	1334.4564640522003
62	18.828852	2.075439	22.241264	14.698548	71.5	34.16504	142.0	3.0	1000.0	155152.0	0.0820910052910053	1.9343443	0.47592288	2.770794	-0.0947687	8.169237	5.275878	35.030746	-3.625922	-3.7252903e-09	-0.0075650085	-2.2351742e-08	0.0061662584	0.14114034	-0.042243477	25.206474	-15.630331	0	0	2.628262	0.0	1.1537846	0.009815014	1890000	1355.5349218845367
63	18.669355	2.2045588	23.438766	15.081811	81.125	22.904352	120.0	37.0	1000.0	157467.0	0.0820140625	1.8900738	0.4939864	2.917265	-0.21982075	7.4278965	5.232984	33.315727	-3.793991	-4.656613e-09	-0.0068199364	8.381903e-09	0.0021024854	0.1450307	-0.03484951	23.17986	-14.443043	0	0	2.608249	0.0	1.13379	0.009456834	1920000	1376.7717077732086
64	18.735067	2.5003016	24.774426	14.447378	75.25	30.534475	137.0	0.0	1000.0	159754.0	0.0819251282051282	1.9195495	0.47632077	2.998722	-0.24166986	7.7354546	4.919821	31.3822	-2.7159598	2.6077032e-08	-0.00820717	5.5879354e-09	0.0003469186	0.14993657	-0.038560398	22.756086	-14.000042	0	0	2.4493146	0.0	1.1081724	0.009778101	1950000	1397.7689399719238
65	19.20519	2.262213	22.632084	13.622031	76.541664	32.408817	142.0	15.0	1000.0	162099.0	0.08186818181818181	1.9299043	0.4619947	3.131729	-0.18056574	7.9649568	5.1051083	34.948013	-2.6422317	-3.7252903e-09	-0.00760999	-2.2351742e-08	-0.00044742227	0.16385779	-0.037218496	28.408264	-17.467205	0	0	2.6049585	0.0	1.0976233	0.009923135	1980000	1418.9617354869843
66	18.155941	2.2384157	22.948582	14.391273	75.208336	34.39353	150.0	0.0	1000.0	164404.0	0.08179303482587065	1.9461347	0.504267	3.0595858	-0.09041263	7.7055073	5.453641	38.646954	-3.8751886	-3.7252903e-09	-0.008148703	3.7252903e-09	-0.004107366	0.13690424	-0.030101418	26.691114	-17.54285	0	0	2.3823462	0.0	1.0758219	0.009354515	2010000	1440.448323726654
67	19.53112	2.5293286	24.568197	15.1046295	85.916664	28.887592	142.0	14.0	1000.0	166920.0	0.08182352941176471	1.9454378	0.4592826	2.9590876	-0.045972187	8.254502	5.176244	38.87018	-5.369068	0.0	-0.006713874	2.9802322e-08	0.004229837	0.1311161	-0.037779566	24.74709	-16.252645	0	0	2.9644701	0.0	1.067873	0.009725615	2040000	1461.475873708725
68	19.135038	2.3224845	24.692116	14.941529	74.708336	30.540245	122.0	11.0	1000.0	169067.0	0.08167487922705315	1.9868197	0.47306073	3.2288785	-0.51008373	7.8472476	4.967829	30.207035	-6.939804	1.8626451e-09	-0.0073419814	-4.4703484e-08	-0.0019109892	0.11333731	-0.029405767	22.670227	-14.305128	0	0	2.790165	0.0	1.068189	0.009786494	2070000	1482.5821430683136
69	19.159986	2.4829767	22.98644	13.212458	75.916664	30.898916	141.0	16.0	1000.0	171319.0	0.08158047619047619	2.0151718	0.47144842	3.0135953	0.09739329	8.044631	5.229213	32.519875	-4.388197	7.450581e-09	-0.009390553	-2.6077032e-08	-0.0006984612	0.15980309	-0.0368158	27.28176	-16.968561	0	0	2.1309578	0.0	1.0879905	0.009578628	2100000	1503.6877701282501
70	19.221563	2.3998523	25.511251	14.722904	78.625	32.40732	152.0	15.0	1000.0	173834.0	0.08161220657276995	1.9925516	0.4686052	2.898481	-0.15145811	8.156642	5.4271717	32.91145	-3.496143	-3.7252903e-09	-0.0078019327	7.450581e-09	0.0014145309	0.15020958	-0.03825938	29.215328	-18.310213	0	0	2.63946	0.0	1.0854847	0.009884581	2130000	1524.71138215065
71	18.705671	2.3391874	25.52254	15.744479	78.875	32.837112	140.0	31.0	1000.0	176331.0	0.08163472222222222	1.9282295	0.481924	2.8818035	-0.29779074	8.427265	5.8479214	40.209652	-2.8224168	-1.8626451e-08	-0.007510309	1.8626451e-08	0.003890818	0.13952449	-0.042531557	28.8064	-18.807894	0	0	2.6549354	0.0	1.0909903	0.00970472	2160000	1545.8845450878143
72	19.690157	2.6936197	24.336075	13.827257	80.25	38.49053	161.0	0.0	1000.0	178769.0	0.0816296803652968	1.9379107	0.4763344	3.0883262	-0.39225742	8.009347	5.1067863	38.9862	-2.7679005	-3.7252903e-09	-0.008683468	-7.450581e-09	0.0011471584	0.15181805	-0.047871366	26.613644	-15.846127	0	0	2.3974655	0.0	1.0876322	0.009812363	2190000	1567.0123808383942
73	19.553028	2.2709117	23.146969	14.94689	87.375	31.481228	171.0	15.0	1000.0	181369.0	0.08169774774774775	1.9831884	0.4799296	3.076941	-0.466272	8.82482	5.404047	31.915886	-4.127756	-8.381903e-09	-0.007839914	6.519258e-09	0.001786347	0.14581081	-0.03779257	25.602346	-15.773754	0	0	2.4815347	0.0	1.0844119	0.00978638	2220000	1588.1835434436798
74	19.272036	2.2589636	22.839554	13.316785	93.291664	31.122713	154.0	31.0	1000.0	184015.0	0.08178444444444445	1.9836245	0.49635062	3.1152053	-0.47532418	9.075079	5.3561373	37.473503	-3.1866941	-5.5879354e-09	-0.007855248	-3.7252903e-08	-0.0019868799	0.13544361	-0.0432254	25.925869	-16.347017	0	0	2.4648383	0.0	1.067885	0.0098934565	2250000	1609.216888666153
75	18.848085	3.2056267	25.073679	10.826781	81.791664	24.501665	118.0	28.0	1000.0	186389.0	0.08174956140350877	1.9768848	0.498631	2.9594257	-0.29293075	8.94161	5.358131	34.68654	-3.8002083	9.313226e-09	-0.007862148	-2.2351742e-08	-0.0038581933	0.15901628	-0.0593747	25.057877	-14.710094	0	0	2.4763768	0.0	1.0613651	0.009815745	2280000	1630.235399723053
76	17.748575	4.380862	23.585176	2.9113517	64.0	30.757113	125.0	0.0	1000.0	188371.0	0.08154588744588745	1.8979248	0.56981075	3.0685573	-0.8199251	7.9825006	5.067018	41.129147	-4.2669344	-7.450581e-09	-0.008305101	3.7252903e-09	-0.00032511214	0.1712062	-0.06127079	21.368776	-13.063807	0	0	2.3632097	0.0	1.0462523	0.009423704	2310000	1651.2711324691772
77	19.02212	2.9179435	23.86596	13.527482	74.458336	35.1378	141.0	21.0	1000.0	190590.0	0.08144871794871796	1.9280552	0.48050383	3.0880136	-0.56504995	7.0027366	5.203489	34.125225	-5.2744555	7.450581e-09	-0.0066599045	7.450581e-09	-0.00017001852	0.16213927	-0.051751763	21.718727	-13.4183855	0	0	2.3665266	1.0	1.0458627	0.0064118663	2340000	1672.351761341095
78	18.188036	1.8566213	22.150684	13.637118	77.666664	26.325947	126.0	22.0	1000.0	192891.0	0.08138860759493671	1.96128	0.4959113	3.1081214	-0.21223626	7.9192276	5.1402617	35.84436	-4.3379574	5.122274e-09	-0.007796389	1.4901161e-08	-0.0018435046	0.13939081	-0.046317555	21.039242	-12.642087	0	0	2.5959854	0.0	1.0382619	0.009789483	2370000	1693.4245779514313
79	19.70528	2.569095	23.522722	14.318046	82.291664	33.978523	148.0	26.0	1000.0	195242.0	0.08135083333333333	1.930004	0.43091148	2.784106	-0.13521515	7.89685	5.160761	33.317917	-3.2239733	3.7252903e-09	-0.007050912	5.5879354e-08	-0.0031095564	0.14176686	-0.04257692	24.926857	-14.320688	0	0	2.784999	0.0	1.059638	0.009841846	2400000	1714.4452929496765
80	19.140673	2.5196943	23.075216	14.503613	77.583336	35.271465	147.0	14.0	1000.0	197644.0	0.08133497942386832	2.017635	0.47398892	3.0921369	-0.37621313	7.914905	4.9377127	29.438086	-3.5695622	-1.5832484e-08	-0.0075484156	-7.450581e-09	0.0044579906	0.124858715	-0.039464727	24.690758	-14.975107	0	0	2.6875787	0.0	1.0487548	0.009625329	2430000	1735.6365904808044
81	19.11436	2.1431172	23.6576	14.841301	72.833336	34.828945	159.0	18.0	1000.0	199767.0	0.0812060975609756	1.9777714	0.49699047	3.0917513	-0.30552578	7.517596	4.9558516	30.89337	-6.9472656	0.0	-0.007852424	2.6077032e-08	0.004937837	0.16376513	-0.047061756	21.31811	-13.156511	0	0	2.5819716	0.0	1.0481987	0.00976786	2460000	1756.543779373169
82	19.709742	3.1150765	27.579445	13.416769	82.416664	28.769075	131.0	9.0	1000.0	202199.0	0.08120441767068273	1.9996911	0.47556624	3.0544944	-0.26420143	7.6528063	5.032847	32.86961	-3.7320445	-1.44355e-08	-0.006967691	-1.1175871e-08	0.0010311025	0.15039876	-0.04523477	25.379337	-14.980006	0	0	2.9044263	0.0	1.0412763	0.009887137	2490000	1777.4119067192078
83	17.89668	1.9499016	23.086845	14.576041	74.833336	28.702013	134.0	32.0	1000.0	204396.0	0.08110952380952381	1.9565427	0.5207784	3.1423528	-0.58868337	8.144437	5.3885612	34.249363	-4.466607	2.7939677e-09	-0.007659085	3.7252903e-09	0.0048358873	0.12890112	-0.0473129	23.646729	-14.331579	0	0	2.4566536	0.0	1.0428658	0.00971948	2520000	1798.1741752624512
84	19.551125	2.7320962	25.384882	11.754493	82.958336	31.47814	142.0	18.0	1000.0	206873.0	0.08112666666666667	1.946598	0.46026793	2.9735725	-0.23768748	7.71822	5.0462856	31.669313	-2.1279137	6.519258e-09	-0.007872118	3.7252903e-09	0.0009387343	0.1525531	-0.046658404	24.087997	-14.296102	0	0	2.5739145	0.0	1.0375092	0.009670447	2550000	1818.9239151477814
85	19.148674	1.961458	24.158028	16.292366	72.791664	30.572289	167.0	28.0	1000.0	209080.0	0.08103875968992248	2.0177157	0.4739271	3.3600507	0.032881964	8.3117695	5.3992004	35.617355	-3.6023254	-1.816079e-08	-0.007099808	0.0	0.0001443671	0.13298407	-0.043775998	24.972736	-14.739982	0	0	2.804859	0.0	1.0417132	0.009814363	2580000	1839.7392182350159
86	18.933887	1.766218	23.207094	14.848926	73.875	24.309313	136.0	25.0	1000.0	211265.0	0.08094444444444444	1.9991915	0.44026935	2.9654613	0.014519561	7.7566996	4.967764	35.720634	-3.0036457	-3.7252903e-09	-0.007552128	-5.2154064e-08	-0.0011979139	0.10502128	-0.030899577	24.253231	-14.146442	0	0	2.623339	0.0	1.0327222	0.009853034	2610000	1860.4910740852356
87	19.73699	2.2218168	23.721285	15.519762	74.416664	21.681246	115.0	34.0	1000.0	213643.0	0.08092537878787878	1.9828662	0.4320793	3.0311823	0.23965925	7.6076713	5.222874	34.067028	-2.1555934	-3.7252903e-09	-0.0077509433	1.8626451e-08	0.002099067	0.13564438	-0.0426576	22.28386	-12.664	0	0	2.490031	0.0	1.0345262	0.009722194	2640000	1881.1680581569672
88	19.55871	1.8983161	22.658367	16.217379	70.291664	30.211037	135.0	15.0	1000.0	215741.0	0.08080187265917603	2.0279288	0.4430027	3.1664279	-0.08498926	7.7402267	5.0097423	33.792625	-3.533285	1.4901161e-08	-0.008233798	-2.514571e-08	0.00044325972	0.11380957	-0.030205656	18.715467	-10.973502	0	0	2.4040828	0.0	1.0358679	0.009781225	2670000	1901.860389471054
89	19.068224	2.0699413	22.253447	15.19258	70.208336	26.455904	148.0	30.0	1000.0	217877.0	0.08069518518518519	1.9912835	0.44599235	3.035226	0.026081014	6.9411283	4.878383	32.486744	-3.8084576	5.122274e-09	-0.005786605	-2.9802322e-08	0.00078941043	0.124002874	-0.032274753	22.699768	-12.985284	0	0	2.813176	1.0	1.0370479	0.0064745625	2700000	1922.622148990631
90	19.596415	2.574499	24.21265	14.881202	72.375	33.357674	161.0	24.0	1000.0	220004.0	0.08058754578754579	1.974666	0.44007188	3.4193354	0.07182391	6.914683	4.7233176	30.727085	-3.0954826	-2.7939677e-09	-0.0071685063	-4.0978193e-08	-0.00026426115	0.13815598	-0.045203447	21.71009	-12.471876	0	0	2.7928724	0.0	1.0321958	0.009915171	2730000	1943.351964712143
91	19.85145	2.2773623	26.478426	16.859425	65.25	32.010742	122.0	14.0	1000.0	222086.0	0.08046594202898551	2.0216963	0.43891722	3.1148355	-0.15427159	7.3412447	5.19318	35.988384	-5.433033	-5.122274e-09	-0.0075415038	7.450581e-09	0.00092804804	0.12994121	-0.04572474	21.136965	-11.519991	0	0	2.5747678	0.0	1.0390317	0.009546101	2760000	1964.128066778183
92	19.79244	2.4576564	24.180748	15.711724	78.0	27.6511	126.0	29.0	1000.0	224429.0	0.08044050179211469	2.001132	0.4515747	3.2654517	-0.48362035	7.689633	5.232407	32.24597	-4.248432	-1.3038516e-08	-0.0073899343	-5.9604645e-08	0.002107637	0.12964934	-0.040997133	24.043766	-13.762914	0	0	2.6713777	0.0	1.0272171	0.009647985	2790000	1984.8368678092957
93	19.32168	1.720013	23.649643	15.3606415	87.083336	32.74512	155.0	26.0	1000.0	226966.0	0.08048439716312057	2.0355244	0.4447575	3.375621	0.044972233	7.951568	5.3240542	32.3402	-3.4041176	-7.450581e-09	-0.0067320056	-3.7252903e-09	-0.0034102462	0.12000061	-0.036959853	22.86042	-12.56592	0	0	2.9458642	0.0	1.0236455	0.00992845	2820000	2005.5116038322449
94	19.82	2.954704	26.444576	15.194816	76.75	26.858038	125.0	27.0	1000.0	229277.0	0.08044807017543859	1.9926894	0.4157005	3.0422485	0.24458775	8.600075	4.723646	32.688198	-2.2518854	-5.5879354e-09	-0.007600358	2.4214387e-08	-0.0021935268	0.14631835	-0.05057889	22.898817	-12.987055	0	0	2.6196463	0.0	1.0186176	0.00985184	2850000	2026.1585569381714
95	19.39829	1.9994339	23.376774	15.1100025	61.375	28.125925	137.0	9.0	1000.0	231077.0	0.08023506944444445	1.9895632	0.44633675	3.3533313	-0.08116652	6.9204354	4.639176	28.309275	-3.7153108	4.656613e-10	-0.007130983	-2.7939677e-08	0.0025954107	0.11670539	-0.04010307	16.909645	-9.449869	0	0	2.7253141	0.0	1.0099316	0.00972986	2880000	2046.9268383979797
96	19.473127	1.6408097	23.48558	16.433298	73.458336	23.839706	115.0	18.0	1000.0	233218.0	0.08014364261168384	1.9828666	0.41778865	3.3125818	-0.055361677	6.693262	4.998297	33.046524	-4.1052275	-3.7252903e-09	-0.007950841	1.1175871e-08	-0.0014360487	0.11690694	-0.04236065	20.673697	-11.575243	0	0	2.472087	0.0	1.0027773	0.009769825	2910000	2067.679357290268
97	19.030535	2.5660405	24.50969	14.593151	68.0	34.51449	147.0	10.0	1000.0	235160.0	0.07998639455782312	1.9859581	0.45247757	2.948671	-0.2219304	6.6451364	4.708405	30.52647	-4.103317	9.313226e-10	-0.00747873	7.450581e-09	-0.0016653303	0.113343544	-0.040938564	19.303524	-10.720938	0	0	2.7096899	0.0	0.98634624	0.009787631	2940000	2088.388034582138
98	18.300253	4.1822386	24.021484	3.8425825	71.291664	33.718784	146.0	7.0	1000.0	237257.0	0.07988451178451178	1.9714394	0.4622663	3.0881293	-0.14384443	6.875852	5.009406	34.194202	-3.5373719	1.4901161e-08	-0.007932458	5.2154064e-08	0.0007739947	0.18029547	-0.091260955	20.960106	-12.381375	0	0	2.5450091	0.0	0.98018235	0.009925323	2970000	2109.0541965961456
99	19.576262	1.9347806	23.557774	15.374641	59.458332	24.64748	105.0	10.0	1000.0	239159.0	0.07971966666666666	2.0200665	0.44140494	3.0828595	-0.09039588	6.810427	4.5708504	31.466003	-3.3241274	1.1175871e-08	-0.006525525	-3.7252903e-09	-0.003071146	0.11141489	-0.04095597	19.515665	-10.507773	0	0	2.9912317	0.0	0.97135615	0.009902946	3000000	2129.8165562152863
100	19.620987	2.1501045	24.894022	16.046745	61.458332	25.018293	108.0	18.0	1000.0	241060.0	0.07955775577557755	2.028839	0.42049968	3.0666437	0.1285096	6.6995835	4.580292	29.117561	-2.2729304	-1.1175871e-08	-0.007863913	3.7252903e-08	-0.0029828525	0.1250593	-0.04235622	21.27137	-12.105571	0	0	2.5069585	0.0	0.97545505	0.009693569	3030000	2150.731341123581
101	19.899942	2.0485978	25.611078	16.580477	76.125	34.114162	169.0	24.0	1000.0	243396.0	0.07954117647058824	2.0395544	0.43335855	3.4787433	0.064234644	7.1458907	4.732391	31.774576	-3.9251754	-1.1175871e-08	-0.006557093	-1.1175871e-08	0.0006387392	0.13390678	-0.050809212	25.714054	-14.657927	0	0	3.1313841	0.0	0.9659649	0.00983363	3060000	2171.42430973053
102	19.91138	2.1919906	24.640688	15.787419	77.125	34.095837	146.0	22.0	1000.0	245548.0	0.0794653721682848	2.0672405	0.4262678	3.3444262	0.21520877	7.372299	5.093288	39.39431	-4.620115	1.4901161e-08	-0.007168321	7.450581e-09	-0.00011695968	0.13845053	-0.051507905	26.179329	-15.088843	0	0	2.756625	0.0	0.95958793	0.009764477	3090000	2192.0400252342224
103	20.312809	2.319682	23.70859	13.861555	75.208336	34.064865	176.0	7.0	1000.0	247764.0	0.07941153846153846	2.151263	0.45292935	3.1369865	-0.4366345	7.367269	5.2748804	32.905857	-4.1681204	-4.656613e-09	-0.0074469685	-1.1175871e-08	-0.0012110919	0.12385121	-0.051280897	27.796783	-15.4658785	0	0	2.6181388	0.0	0.96722937	0.009771424	3120000	2212.7598955631256
104	19.280172	2.447294	23.491045	15.236035	67.583336	27.7187	145.0	31.0	1000.0	249732.0	0.07928	2.0586581	0.45587337	3.2082682	0.07439209	7.46628	4.946126	36.290207	-3.7115245	1.6763806e-08	-0.007323614	-5.5879354e-09	-0.0065900534	0.12149038	-0.053004205	22.749786	-12.562966	0	0	2.824014	0.0	0.96131176	0.009882569	3150000	2233.535884618759
105	20.319437	1.7739106	22.958208	16.566164	72.375	28.742844	129.0	19.0	1000.0	252004.0	0.07924654088050315	2.0404973	0.42814702	3.045848	-0.5140253	7.0350027	5.0444937	38.983665	-4.125884	8.381903e-09	-0.008079667	2.6077032e-08	-0.0051733167	0.10647216	-0.04182764	21.642084	-12.070953	0	0	2.4658535	0.0	0.96212757	0.009730492	3180000	2254.2845935821533
106	20.23844	1.9486264	24.528439	17.133272	70.125	30.341545	123.0	14.0	1000.0	254030.0	0.07913707165109034	2.0634327	0.43148577	3.835473	0.0031767013	6.9444127	5.1887016	37.631035	-4.1353235	-3.7252903e-09	-0.006728022	-1.8626451e-09	-0.0019569164	0.1299744	-0.053868122	19.953896	-10.658371	0	0	2.9465837	0.0	0.95694196	0.009749915	3210000	2275.6632544994354
107	20.306448	1.5026659	23.413954	17.618536	62.208332	31.216955	136.0	9.0	1000.0	256001.0	0.07901265432098765	2.0711596	0.41764134	2.955158	-0.09241822	6.8332577	4.5903006	31.340267	-4.3289275	1.8626451e-08	-0.0072493204	-2.2351742e-08	0.005147782	0.09027678	-0.029432572	22.408245	-10.722148	0	0	2.8006718	0.0	0.9591944	0.009959593	3240000	2296.8319566249847
108	20.39299	2.2590287	25.01508	15.987931	61.0	36.496574	141.0	0.0	1000.0	257791.0	0.07883516819571866	2.0873063	0.4027379	2.9522178	0.29882744	6.3975863	4.3085537	38.36708	-2.3644671	-5.5879354e-09	-0.007370796	-1.4901161e-08	0.005455585	0.118167646	-0.041468233	21.639946	-11.487883	0	0	2.7588887	0.0	0.9604888	0.0098201595	3270000	2317.8611261844635
109	20.34157	2.4128027	25.998915	15.471403	66.291664	27.09317	148.0	17.0	1000.0	259787.0	0.07872333333333334	2.0835881	0.43051615	3.3006718	0.30460972	6.5804358	4.799117	37.659653	-5.948961	2.7939677e-09	-0.0069250865	2.2351742e-08	0.0016551409	0.11186576	-0.046668362	21.696507	-13.023378	0	0	2.9842317	0.0	0.9592442	0.009673213	3300000	2338.9961421489716
110	20.425486	1.8468667	24.456566	16.809597	73.25	33.96475	150.0	0.0	1000.0	261865.0	0.07863813813813814	2.1040502	0.4076259	3.1416945	-0.028170891	7.0871	4.6455765	31.653648	-1.9892902	-2.0954758e-08	-0.006414071	4.4703484e-08	-0.0031219255	0.10597958	-0.040808037	18.085848	-9.810342	0	0	2.4968717	1.0	0.9613646	0.0063805524	3330000	2359.9700090885162
111	20.250608	1.883543	24.7052	15.972348	77.291664	36.804073	201.0	12.0	1000.0	264178.0	0.07862440476190476	2.1067345	0.42338178	3.3224297	-0.12395488	7.53397	5.1837482	40.03455	-5.7683406	-1.3038516e-08	-0.0063231676	0.0	-0.0009981166	0.10499288	-0.038987845	22.224583	-12.230471	0	0	2.556849	1.0	0.9572181	0.0064131254	3360000	2381.100058555603
112	20.21866	2.5660686	25.063303	13.647349	76.458336	36.729847	170.0	31.0	1000.0	266455.0	0.07860029498525074	2.0893312	0.4365216	3.1618574	0.1461201	7.4887605	5.3223653	40.260174	-3.091805	1.4901161e-08	-0.0075254627	-7.450581e-09	0.0023822312	0.10553261	-0.03720612	25.310978	-13.528133	0	0	2.6239505	0.0	0.95573205	0.009752483	3390000	2402.2113180160522
113	19.825674	1.993632	22.67706	15.75224	66.833336	30.25264	136.0	12.0	1000.0	268336.0	0.07846081871345029	2.0615222	0.4206608	3.412008	0.15858825	7.18465	5.240371	32.47524	-3.80933	1.8626451e-09	-0.007908359	-1.4901161e-08	0.004224204	0.10752877	-0.038620424	22.029318	-12.604477	0	0	2.4637828	0.0	0.9530625	0.009727234	3420000	2423.223909854889
114	20.693272	1.5669434	24.26607	17.974628	68.833336	40.851017	150.0	0.0	1000.0	270333.0	0.07835739130434782	2.0572627	0.4022355	3.1937413	0.2853318	6.7473683	4.7304206	32.141895	-3.444205	-9.313226e-09	-0.007535996	7.450581e-09	0.0019062331	0.072076276	-0.026498426	24.038857	-13.854042	0	0	2.6358163	0.0	0.9490709	0.009845504	3450000	2444.3081238269806
115	19.9202	1.7638128	23.47062	16.15117	62.083332	25.584692	122.0	14.0	1000.0	272264.0	0.07823678160919541	2.0902154	0.40491125	3.2019567	0.13346621	6.721266	5.158014	40.288036	-4.0599265	-3.7252903e-09	-0.0057444377	5.5879354e-09	0.002770422	0.08986798	-0.032131005	21.077408	-11.759899	0	0	2.7688122	1.0	0.932289	0.0063788476	3480000	2466.7902772426605
116	20.205042	1.5953963	23.481451	17.031755	68.333336	25.98664	131.0	20.0	1000.0	274175.0	0.07811253561253562	2.0807886	0.40476516	3.1740549	0.24436839	6.661777	4.7503266	34.93606	-4.809908	-1.5133992e-09	-0.007899595	-2.8871e-08	0.005039644	0.084505	-0.034482047	23.88337	-14.070589	0	0	2.4989345	0.0	0.92573726	0.009740127	3510000	2489.7752842903137
117	20.119375	1.7597253	24.55293	15.354541	58.458332	32.501255	131.0	0.0	1000.0	275965.0	0.07795621468926554	2.0716782	0.40912023	4.341896	0.28133115	6.0641637	4.7741146	35.27685	-5.198521	5.5879354e-09	-0.007193912	-2.9802322e-08	0.0036638314	0.10621333	-0.04028564	22.949255	-12.481093	0	0	2.8039143	0.0	0.9192398	0.0096278135	3540000	2511.792282104492
118	21.132439	2.3399236	25.363184	16.609901	64.5	27.26414	108.0	14.0	1000.0	278100.0	0.07789915966386554	2.0967116	0.3964682	3.227945	0.39614618	6.851947	5.17824	32.257145	-5.531097	-3.7252903e-09	-0.007920995	0.0	0.0012334995	0.14086835	-0.052585788	29.43833	-15.756662	0	0	2.5402236	0.0	0.908906	0.009791107	3570000	2533.932731628418
119	20.456219	1.3611877	23.444696	18.584087	54.708332	19.123457	89.0	24.0	1000.0	279872.0	0.07774222222222223	2.1428387	0.42520922	3.5524569	0.11554395	6.8845854	4.5110598	35.6602	-3.2770383	-8.381903e-09	-0.007385679	1.4901161e-08	-0.0026509329	0.08317439	-0.03495852	18.860367	-10.804834	0	0	2.7430482	0.0	0.8974336	0.009814646	3600000	2556.0412611961365
120	20.59758	1.4970067	24.04612	17.383842	51.125	35.90533	130.0	0.0	1000.0	281477.0	0.07754187327823692	2.1103451	0.39061671	3.5580764	0.37698838	5.7450194	4.3256135	33.55601	-4.1526794	-1.1175871e-08	-0.00680771	-8.381903e-09	-0.0012721391	0.09613256	-0.036014177	20.797039	-11.228575	0	0	2.9707487	0.0	0.9024699	0.009765334	3630000	2578.1458320617676
121	19.918333	1.5488336	24.040697	17.181622	55.041668	32.29355	127.0	0.0	1000.0	283291.0	0.07740191256830602	2.0666406	0.393654	3.2999275	0.25153804	5.680254	4.8166084	35.208668	-3.808607	1.8626451e-09	-0.008027311	2.0489097e-08	-0.003795974	0.08049087	-0.033179846	19.965958	-11.247737	0	0	2.4021134	0.0	0.899891	0.009500211	3660000	2600.245297908783
