Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
57	10.284331	4.55085	18.045588	-0.92138475	19.4	33.131657	157.0	0.0	1000.0	57529.0	0.03306264367816092	1.1205282	0.6913953	2.7540858	-0.52998114	2.421111	2.4228787	18.856932	1.3298386	-6.0084906e-09	-0.012569405	-4.0690105e-09	-0.017832877	0.19678694	-0.1186677	34.233437	-6.8744354	1.753612	-0.0038170815	1.5811045	0.0	1.5681055	0.009504218	1740000	5393.645533800125
58	11.7032995	5.493877	21.015617	-0.73409706	19.366667	25.967264	117.0	0.0	1000.0	58110.0	0.03283050847457627	1.0965645	0.7170624	2.5574431	-1.0093844	1.8018862	1.9970704	17.658993	1.0361168	2.0529566e-08	-0.011527643	2.6448568e-08	-0.017197475	0.18583968	-0.11008078	18.22725	-4.601039	1.749795	-0.004776597	1.6314895	0.0	1.5559194	0.009216567	1770000	5488.615541934967
59	13.384189	4.6193233	21.133896	1.5954982	22.166666	21.316792	73.0	0.0	1000.0	58775.0	0.03265277777777778	1.2758255	0.70860094	2.7471323	-0.66859096	2.290985	2.9562123	18.200308	0.77176774	-2.2742753e-08	-0.012665008	-2.6448568e-08	-0.02047218	0.22183216	-0.13029125	16.60088	-5.1560106	1.7450184	-0.0049977303	1.5720454	0.0	1.5549293	0.009745838	1800000	5583.099453687668
60	9.457434	5.377947	17.64314	-2.1355493	15.8	20.194717	66.0	0.0	1000.0	59249.0	0.032376502732240436	1.077126	0.79103297	2.6771047	-0.8911991	1.8878263	2.4648244	18.43013	0.9580701	-9.912608e-09	-0.011610325	-5.086263e-09	-0.017407907	0.21209931	-0.12999676	12.287217	-2.6030016	1.7400206	-0.0066976547	1.7840346	0.0	1.5447967	0.009489266	1830000	5673.422922611237
61	9.782528	5.654045	20.122543	-1.9692342	18.1	27.237658	125.0	0.0	1000.0	59792.0	0.032146236559139785	0.9706841	0.74429977	2.6912038	-1.0105232	1.7098986	2.421249	17.569225	0.7305423	3.6124796e-08	-0.011183781	5.6966147e-08	-0.015459204	0.18129072	-0.1104313	26.484304	-8.339813	1.733323	-0.0077027082	1.702367	0.0	1.5680761	0.009452107	1860000	5763.995453119278
62	10.43372	5.0569663	20.126822	0.5823307	14.333333	18.256203	76.0	0.0	1000.0	60222.0	0.031863492063492066	1.0495322	0.7668892	2.6495705	-0.6857604	1.8759445	2.6475902	19.041506	1.0025331	8.192615e-09	-0.012160113	2.0345052e-09	-0.016617887	0.20467095	-0.119461626	14.342033	-5.543009	1.7256203	-0.009500742	1.6674696	0.0	1.5362628	0.009378764	1890000	5851.760347604752
63	11.179266	5.519895	20.91094	1.2303727	16.933332	20.692884	66.0	0.0	1000.0	60730.0	0.03163020833333333	1.0151086	0.7767964	2.614073	-0.96031564	1.606894	2.1524928	19.1864	0.7586036	1.7672626e-08	-0.011851345	2.4414062e-08	-0.017050814	0.21987653	-0.14087369	14.857005	-4.680249	1.7161195	-0.0105189085	1.7271616	0.0	1.5288082	0.008919677	1920000	5936.218398571014
64	11.407131	5.1676626	19.69527	-1.4756458	16.066668	19.837563	74.0	0.0	1000.0	61212.0	0.03139076923076923	1.2007313	0.7091429	2.9250853	-0.8762265	2.0085354	2.814216	19.35359	0.73173463	-1.5478363e-08	-0.01077264	-3.051758e-08	-0.01674281	0.22717673	-0.1477075	13.829582	-6.5989532	1.7056006	-0.011646271	1.8447129	0.0	1.5478051	0.009651287	1950000	6018.257630109787
65	10.24571	4.9385667	21.909674	-0.9022538	11.633333	22.145704	86.0	0.0	1000.0	61561.0	0.031091414141414142	1.056455	0.7108114	2.7076306	-0.7216826	1.4181638	1.6582665	16.688585	0.5924549	-1.220703e-08	-0.010176418	-1.2207031e-08	-0.014171676	0.25092888	-0.17590353	12.808007	-5.226208	1.6939543	-0.013696909	1.8908404	0.0	1.5487887	0.009318642	1980000	6099.997753858566
66	10.307874	5.934323	21.11927	-1.5917218	12.4	16.598392	59.0	0.0	1000.0	61933.0	0.030812437810945274	0.92027384	0.7606555	2.9070456	-0.8778871	1.1476561	1.9045485	18.632223	0.4128269	-4.854145e-10	-0.009461476	4.0690105e-09	-0.012398301	0.23022757	-0.1500708	10.603647	-4.167935	1.6802574	-0.015358448	2.0201182	0.0	1.5336987	0.00930316	2010000	6181.90475153923
67	9.720988	5.5180635	18.954014	0.95321697	25.166666	46.353054	197.0	0.0	1000.0	62688.0	0.030729411764705884	0.95379543	0.8056302	3.056908	-1.1296635	1.520224	2.4451272	18.931429	0.26745513	5.5878053e-09	-0.016843675	1.6276042e-08	-0.024753222	0.21302116	-0.13732748	59.053505	-19.170372	1.664899	-0.013840079	1.1869732	0.0	1.5042081	0.009683143	2040000	6264.418759584427
68	10.738714	5.2312884	19.334656	-1.4833101	18.1	21.67541	97.0	0.0	1000.0	63231.0	0.0305463768115942	1.0426112	0.70332885	2.6821127	-0.60358346	2.516401	3.1754587	22.112814	0.96025527	8.033648e-10	-0.011426379	-6.1035155e-09	-0.016564159	0.24084368	-0.1689358	15.997771	-7.8377914	1.6510589	-0.0141631365	1.7093987	0.0	1.5089563	0.009253571	2070000	6361.859455347061
69	11.31611	5.632096	22.232769	0.071064055	23.333334	37.758297	167.0	0.0	1000.0	63931.0	0.030443333333333333	1.0588351	0.8096477	2.9469795	-0.81488115	1.9556576	2.8737495	19.531046	0.6851634	1.768133e-08	-0.014226115	2.8483074e-08	-0.020922644	0.19490156	-0.12569767	43.749023	-7.2709618	1.6368958	-0.013203263	1.3633487	0.0	1.5105535	0.009199529	2100000	6448.088450193405
70	9.851833	5.1662946	18.784216	0.5031739	13.133333	17.58737	70.0	0.0	1000.0	64325.0	0.030199530516431924	1.0200423	0.78933513	2.7559767	-0.85739315	2.1469822	2.2175083	18.202528	1.4428864	-1.1427541e-08	-0.009068004	-2.0345052e-08	-0.011947196	0.20242383	-0.1409285	7.911349	-3.013277	1.6236925	-0.014769673	2.3030696	0.0	1.51757	0.009819256	2130000	6546.544776678085
71	12.153349	5.8956256	22.441761	0.38042337	23.833334	22.614279	85.0	0.0	1000.0	65040.0	0.030111111111111113	1.1792264	0.7412708	2.8805108	-0.69473165	1.5096431	2.2593405	17.42172	0.6577865	-1.5666098e-08	-0.011657339	-2.0345052e-08	-0.018259807	0.22551526	-0.15552479	21.34551	-7.137082	1.6089228	-0.013625383	1.6755155	0.0	1.5125974	0.009184802	2160000	6644.385244131088
72	12.675933	5.7132125	23.04887	1.1175122	15.3	17.033594	53.0	0.0	1000.0	65499.0	0.02990821917808219	1.2435747	0.7868716	2.9285436	-1.06295	2.1623344	2.5055614	19.716635	0.98047936	1.1712718e-08	-0.011531963	2.5431316e-08	-0.016367469	0.2153181	-0.14173995	11.570425	-4.152546	1.5952975	-0.014644861	1.7922322	0.0	1.49351	0.009729676	2190000	6733.382703781128
73	12.376339	6.2441955	22.041378	-3.0108585	12.966666	18.68062	65.0	0.0	1000.0	65888.0	0.02967927927927928	1.2199948	0.7748959	2.8210442	-0.80730087	1.5052711	2.2568655	19.36687	0.7169397	-7.47682e-09	-0.008891778	-1.2207031e-08	-0.013005723	0.25567347	-0.1889719	10.724042	-2.483595	1.5806526	-0.016106844	2.1253462	0.0	1.4821727	0.009198483	2220000	6832.666481018066
74	10.861148	6.1432586	21.54186	-2.5744166	14.366667	18.091402	86.0	0.0	1000.0	66319.0	0.02947511111111111	1.2086571	0.8200197	3.1170056	-0.99485797	1.5224643	2.3342953	17.91155	0.6522836	5.4829234e-09	-0.011221044	5.086263e-09	-0.0147063015	0.2392329	-0.16867024	8.779896	-2.944098	1.5645458	-0.017084002	1.7557037	0.0	1.4734128	0.009394405	2250000	6931.767569541931
75	12.540353	5.5133796	21.44676	-1.0824724	13.466666	17.93829	80.0	0.0	1000.0	66723.0	0.029264473684210528	1.2308435	0.75290745	2.7687764	-0.6565209	1.2564164	1.9689012	20.446661	0.5080551	7.3671496e-09	-0.009257679	2.0345052e-08	-0.0124893375	0.24060543	-0.17116424	9.512275	-2.4918766	1.5474617	-0.0181638	2.072716	0.0	1.4666142	0.009076286	2280000	7030.960312128067
76	10.749435	6.5660405	20.412766	-0.37052527	16.733334	22.777084	73.0	0.0	1000.0	67225.0	0.0291017316017316	1.0127096	0.86784744	2.859876	-1.0722834	1.3589323	2.3541763	20.908995	0.62962776	1.144979e-08	-0.010731392	1.6276042e-08	-0.016802039	0.22210422	-0.16561966	15.23235	-6.2312784	1.529298	-0.018360019	1.8173484	0.0	1.463019	0.009478349	2310000	7129.905578613281
77	10.722028	5.633734	19.650766	-0.039341636	17.6	24.963442	91.0	0.0	1000.0	67753.0	0.028954273504273504	1.0897003	0.785592	2.8783505	-1.1223781	1.5459734	2.6119528	22.072197	0.46569866	1.8777714e-08	-0.011520603	3.2552084e-08	-0.017774738	0.23382705	-0.1664051	22.276808	-9.003152	1.5109379	-0.018327594	1.6633881	0.0	1.4541032	0.00960069	2340000	7226.558264970779
78	10.462498	5.2020392	19.530792	1.5472436	12.233334	13.551588	49.0	0.0	1000.0	68120.0	0.028742616033755275	1.0624113	0.7676048	2.7707467	-0.7747644	1.7754396	2.7325256	17.373732	0.4909452	-6.9317934e-09	-0.010730679	-2.0345052e-09	-0.016723974	0.241975	-0.18269272	10.903329	-4.8407826	1.4926103	-0.019543886	1.8241957	0.0	1.4454578	0.009692879	2370000	15486.860174655914
79	11.456572	7.1265306	22.245014	-2.7288578	13.033334	16.203875	64.0	0.0	1000.0	68511.0	0.02854625	0.9874993	0.8309948	3.182796	-0.73808604	1.2517141	1.5409362	16.121151	0.56378984	4.327656e-09	-0.0075235255	8.646647e-09	-0.009618487	0.2265762	-0.16495225	8.888199	-3.7840953	1.4730664	-0.020431638	2.574021	0.0	1.4377825	0.009517625	2400000	15611.495847463608
80	12.128389	5.631054	21.998896	-0.1705167	11.733334	16.556837	57.0	0.0	1000.0	68863.0	0.028338683127572015	1.1807992	0.8478857	3.1556706	-0.54836863	1.2753005	1.9820988	19.006565	0.46568993	1.1377512e-08	-0.0093802605	1.2207031e-08	-0.013200615	0.22263092	-0.16183616	8.476881	-3.3975425	1.4526348	-0.021503925	2.0572672	0.0	1.4335865	0.009483054	2430000	15725.671132802963
81	15.017079	5.5606503	23.892138	-0.32148036	18.466667	18.391544	64.0	0.0	1000.0	69417.0	0.02821829268292683	1.4165932	0.7499133	3.0137386	-0.55209696	1.3192146	2.130744	20.121342	0.47647107	8.368555e-10	-0.011249524	0.0	-0.01611355	0.20386495	-0.13838446	13.657889	-5.161236	1.4311309	-0.020899415	1.78064	0.0	1.4226415	0.009435314	2460000	15835.61955833435
82	13.422313	5.777721	20.9429	0.013783508	27.033333	34.83627	165.0	0.0	1000.0	70228.0	0.02820401606425703	1.3407909	0.8680116	3.0731778	-0.5353003	1.7565677	2.5089428	20.055664	0.65055966	-1.6546547e-08	-0.014049532	-2.0345052e-08	-0.022370499	0.18772328	-0.12112856	38.404774	-15.423273	1.4102315	-0.01831758	1.4353315	0.0	1.4107144	0.009638936	2490000	15952.880022525787
83	14.779482	4.7137375	23.707848	2.15887	23.133333	19.79349	74.0	0.0	1000.0	70922.0	0.028143650793650794	1.486922	0.750886	3.0953438	-0.6650868	3.0238535	3.8524346	25.11696	1.0046774	9.0812236e-10	-0.012137037	8.138021e-09	-0.018944925	0.25428703	-0.17118153	18.813433	-9.206018	1.3919139	-0.016940236	1.602052	0.0	1.4122977	0.009475797	2520000	16086.326663970947
84	15.67329	5.216521	23.12294	-0.0274749	21.733334	26.049866	123.0	0.0	1000.0	71574.0	0.028068235294117647	1.582305	0.7057708	3.5410821	-0.4480619	2.1695898	2.4059181	21.688534	0.185009	1.5954823e-08	-0.013657934	1.4241537e-08	-0.02237025	0.27360064	-0.20173219	26.185242	-7.66082	1.3749737	-0.016037464	1.5034688	0.0	1.3952875	0.00953813	2550000	16205.956910610199
85	12.515402	5.845906	20.655033	0.47587883	18.333334	19.379255	59.0	0.0	1000.0	72124.0	0.027955038759689924	1.3572831	0.7904965	3.0763798	-0.48807716	2.1137183	2.477098	21.258575	1.0939746	3.5823582e-09	-0.011119548	1.2207031e-08	-0.017241212	0.21000747	-0.14125355	12.7336855	-5.752001	1.3589362	-0.016029716	1.7865514	0.0	1.3974109	0.009506313	2580000	16333.281685352325
86	11.911478	5.656673	23.422466	0.50413156	15.533334	18.211231	66.0	0.0	1000.0	72590.0	0.02781226053639847	1.2689067	0.74989456	3.0673501	-0.6825696	1.8229861	2.3192635	21.382914	0.0049622953	-2.8779341e-09	-0.010194172	4.0690105e-09	-0.014668062	0.21825385	-0.15949981	11.579444	-4.900554	1.3429065	-0.016671062	1.9674	0.0	1.4058026	0.008978609	2610000	16499.736709594727
87	13.600277	6.6835413	23.666708	1.1773697	24.533333	29.477375	130.0	0.0	1000.0	73326.0	0.027775	1.3005117	0.7945545	2.912196	-0.6962801	1.7546462	2.6007767	22.249569	0.5576235	-2.3768925e-08	-0.011589868	-4.4759116e-08	-0.01805843	0.2799197	-0.19482422	29.28049	-5.2911663	1.3262354	-0.015119195	1.6225009	0.0	1.4010915	0.009797705	2640000	16670.234818696976
88	11.258748	4.2787304	21.89086	1.9362102	19.666666	18.166515	62.0	0.0	1000.0	73916.0	0.027683895131086142	1.2794623	0.7662352	3.0987542	-0.47282344	2.4082317	2.933187	22.807705	1.0233251	1.8613763e-08	-0.010126661	1.7293294e-08	-0.014461951	0.23328428	-0.17264712	11.747583	-3.3037138	1.3111162	-0.014883041	1.9868346	0.0	1.398911	0.00948798	2670000	16840.54189157486
89	13.643316	4.4889226	20.846445	3.634179	20.566668	25.17629	102.0	0.0	1000.0	74533.0	0.027604814814814815	1.2075375	0.75055015	2.8528047	-0.62786245	2.0039113	2.2990892	21.631334	0.25550255	6.8089925e-09	-0.010876601	8.138021e-09	-0.015273373	0.24093403	-0.16874257	16.241478	-7.1977186	1.2962332	-0.014456511	1.8317256	0.0	1.3912244	0.009595478	2700000	17020.8340010643
90	12.019033	5.486778	20.501442	1.8664976	25.433332	24.037033	102.0	0.0	1000.0	75296.0	0.02758095238095238	1.238979	0.7863035	2.9596567	-0.842114	2.1752374	3.0584404	23.189606	-0.28120512	-8.9163205e-10	-0.013037755	0.0	-0.021317119	0.19525982	-0.13462585	18.394016	-8.674566	1.2817767	-0.012913585	1.4789814	0.0	1.3912337	0.009260445	2730000	17215.00718021393
91	12.379009	5.333392	22.659655	0.35122368	17.533333	22.34686	83.0	0.0	1000.0	75822.0	0.027471739130434783	1.3270055	0.70044374	3.2133949	-0.49737182	2.1215482	2.919102	26.46551	-1.1856515	-2.8965253e-08	-0.013733232	-3.2552084e-08	-0.022421695	0.23075156	-0.16830775	22.721798	-8.579038	1.2688631	-0.01340425	1.3164672	0.0	1.3630185	0.009354131	2760000	17439.26521205902
92	12.922738	4.5546103	19.839867	1.2146622	22.866667	27.475725	98.0	0.0	1000.0	76508.0	0.027422222222222223	1.2707846	0.72812253	2.9410505	-0.54094815	1.9688945	2.6569018	23.340233	-1.3243273	-2.5110285e-08	-0.012267862	-3.2552084e-08	-0.018326523	0.19993012	-0.13317385	22.543922	-10.654492	1.2554588	-0.012580395	1.6082834	0.0	1.3398905	0.009505935	2790000	17704.183616161346
93	13.432977	6.8311753	24.705488	0.24305287	11.933333	14.219548	54.0	0.0	1000.0	76866.0	0.027257446808510638	1.2709681	0.75462174	2.9608586	-0.601811	1.8570111	2.848067	29.214354	0.061817467	-4.7914903e-09	-0.013107508	-8.646647e-09	-0.019900873	0.23513566	-0.17346793	10.34455	-5.7640834	1.2428784	-0.014398813	1.6146613	0.0	1.3552098	0.009598344	2820000	17965.760549783707
94	13.618455	6.219766	23.995115	-0.114811964	22.4	24.821497	126.0	0.0	1000.0	77538.0	0.027206315789473683	1.3693023	0.75640607	3.2766776	-0.44143376	1.551055	2.0332494	23.466827	-0.08743039	-5.737746e-09	-0.010981421	-2.0345052e-08	-0.015901115	0.2690963	-0.20331243	24.52776	-11.543295	1.2284796	-0.013574958	1.8108246	0.0	1.3749099	0.00938233	2850000	18161.461293697357
95	12.391486	5.462001	22.015146	1.5984927	29.866667	45.54612	241.0	0.0	1000.0	78434.0	0.027234027777777777	1.3859055	0.75613004	3.1641645	-0.62153584	2.436264	3.3681664	26.565138	0.8305727	4.1552145e-08	-0.014405059	7.324219e-08	-0.02543669	0.30663404	-0.230816	44.943718	-26.02974	1.2149047	-0.01105094	1.3889565	0.0	1.3753417	0.0093754325	2880000	18368.93976545334
96	12.236288	6.868127	20.6512	-0.25083157	16.866667	19.76484	66.0	0.0	1000.0	78940.0	0.027127147766323023	1.278251	0.83045506	3.0607574	-0.37004936	2.6729975	3.7769082	42.28784	0.9957377	-5.453748e-09	-0.011995843	-4.0690105e-09	-0.019494133	0.24080274	-0.187355	19.810242	-12.316685	1.2038537	-0.011875391	1.6730481	0.0	1.363343	0.009539849	2910000	18559.563586950302
97	13.2828045	5.684136	21.906307	0.14578614	24.366667	47.648354	228.0	0.0	1000.0	79671.0	0.027098979591836735	1.3765839	0.7734604	3.10436	-0.6110488	1.6643406	2.187955	19.457481	0.83141005	2.6444592e-08	-0.016192973	5.2897136e-08	-0.028338863	0.29326266	-0.23594184	74.48544	-25.080578	1.1919783	-0.010843396	1.189654	0.0	1.3563534	0.009530199	2940000	18754.238176584244
98	12.911046	5.300904	24.14575	0.09001497	13.5	17.023024	65.0	0.0	1000.0	80076.0	0.026961616161616162	1.3527586	0.7656535	3.0923374	-0.44987923	1.9092606	2.5289683	20.542473	0.69031626	1.1781132e-08	-0.010590068	1.8310548e-08	-0.015377464	0.24601804	-0.18517779	10.958658	-5.7457314	1.1811349	-0.012465	1.9111569	0.0	1.3420355	0.009479206	2970000	18958.633650302887
99	14.109799	5.7084727	23.507244	2.9964757	20.6	26.62405	115.0	0.0	1000.0	80694.0	0.026898	1.3032688	0.759034	3.0713036	-0.5530128	1.6306896	2.4087372	22.260824	-1.5167034	-3.4134434e-08	-0.009909317	-5.2897136e-08	-0.0139737185	0.25761294	-0.2026341	17.339895	-6.588854	1.1686699	-0.012256026	1.9746264	0.0	1.35359	0.009791929	3000000	19160.97363781929
100	14.23384	5.446832	25.35533	1.7310733	19.633333	20.986477	79.0	0.0	1000.0	81283.0	0.026826072607260727	1.4604198	0.74447507	3.0350206	-0.66760856	2.4725435	3.3130124	22.012146	-0.6803751	-1.0170445e-08	-0.0109555945	-3.1280518e-08	-0.01720925	0.24390799	-0.1862137	12.161906	-5.7720013	1.1564139	-0.0122926235	1.7277865	0.0	1.3397534	0.009435067	3030000	19346.898273706436
101	12.005727	6.29186	20.334023	-1.4873035	14.8	17.300097	71.0	0.0	1000.0	81727.0	0.02670816993464052	1.2518313	0.8122469	3.1745327	-0.4764034	1.9093057	2.8901775	22.748095	-0.3356211	2.1796556e-09	-0.009840916	1.8310548e-08	-0.015031016	0.2661587	-0.21214753	8.270813	-3.4659014	1.1441213	-0.0134397745	1.9915017	0.0	1.3337877	0.009787942	3060000	19525.64716386795
102	15.56412	5.7931695	26.311739	4.3347044	19.8	24.941795	77.0	0.0	1000.0	82321.0	0.026641100323624597	1.4783344	0.7158602	3.0588377	-0.7602273	1.7210776	2.2937803	20.23359	-1.4385309	1.7469584e-09	-0.01026428	2.8483074e-08	-0.014160104	0.2366402	-0.17124201	17.781494	-8.952546	1.1306815	-0.013301134	1.9217916	0.0	1.3184514	0.009543426	3090000	19702.150287866592
103	15.228209	6.1703515	23.359842	2.5107095	20.866667	28.912205	140.0	0.0	1000.0	82947.0	0.026585576923076924	1.4895363	0.8175442	3.268049	-0.59313476	1.434992	2.1421158	22.860638	-1.1566236	-1.8423332e-08	-0.010884249	-2.0345052e-08	-0.016922757	0.2249377	-0.16690609	30.289238	-15.685543	1.1173804	-0.012925386	1.7626135	0.0	1.3230463	0.009539812	3120000	19883.928705453873
104	14.884565	5.8185716	23.663261	1.703883	17.0	20.998413	99.0	0.0	1000.0	83457.0	0.026494285714285713	1.5041188	0.82549983	3.1469452	-0.92789036	2.138627	2.7798696	23.319977	-0.0963912	5.035772e-09	-0.010548723	4.0690105e-09	-0.01715877	0.24057978	-0.1809806	13.878955	-7.0719624	1.104455	-0.013477564	1.9682047	0.0	1.3262954	0.0096450895	3150000	20046.963623046875
105	14.795095	4.6995354	22.68225	2.5282338	19.166666	20.563858	69.0	0.0	1000.0	84032.0	0.026425157232704402	1.5411782	0.81409323	3.1771507	-0.818808	1.6423177	2.3743062	21.91131	0.6491468	9.642319e-09	-0.010863591	2.5939942e-08	-0.017365802	0.26247722	-0.199209	14.695373	-5.7068634	1.0909774	-0.0134654045	1.9002129	0.0	1.3212621	0.009605605	3180000	20212.20297408104
106	15.970654	5.0699477	24.186525	2.3522203	21.0	20.459717	85.0	0.0	1000.0	84662.0	0.026374454828660437	1.5546117	0.707072	3.4185107	-0.43629646	2.3376787	2.8757114	18.60483	0.7352947	7.614166e-09	-0.010789286	2.0345052e-08	-0.016616134	0.22435541	-0.16370681	11.493709	-4.4943857	1.077512	-0.013026953	1.8543222	0.0	1.3385812	0.009730267	3210000	20385.977259397507
107	9.99283	7.0245976	22.70592	-2.5539181	17.133333	23.11815	104.0	0.0	1000.0	85176.0	0.02628888888888889	1.1073304	0.8958548	3.2745733	-1.1339777	1.7035676	2.4681373	26.582005	0.5679934	-8.5838087e-10	-0.009028566	4.0690105e-09	-0.013636563	0.26363862	-0.21643196	8.8240185	-3.8760905	1.0644851	-0.013515592	2.3121438	0.0	1.3344662	0.009541091	3240000	20567.115655899048
108	13.885951	5.633338	24.907549	-0.51224595	14.633333	20.93559	86.0	0.0	1000.0	85615.0	0.02618195718654434	1.339099	0.8637537	3.4090319	-0.659702	1.5039936	2.2125952	21.80878	0.3342007	9.727099e-09	-0.008724523	1.2207031e-08	-0.012524622	0.23831409	-0.18449949	7.5172205	-3.3120055	1.0509695	-0.014503002	2.19477	0.0	1.3575487	0.009170194	3270000	20755.14968895912
109	15.0345745	5.479623	23.34531	1.9776179	13.8	19.116138	78.0	0.0	1000.0	86029.0	0.02606939393939394	1.4809583	0.84370255	3.0462945	-0.8574235	1.6424583	2.7911084	25.327759	0.19266999	-1.03546824e-08	-0.01105613	-2.0345052e-08	-0.017691994	0.274179	-0.21770199	15.072799	-4.615856	1.0364665	-0.015547276	1.741295	0.0	1.3483365	0.009855149	3300000	20942.95465040207
110	15.896089	5.737917	25.955008	3.9871001	6.5666666	11.339264	48.0	0.0	1000.0	86226.0	0.025893693693693695	1.5768576	0.76470715	3.1654532	-0.8515426	1.0702811	1.499906	20.355433	0.50860703	-9.658635e-09	-0.006741466	-9.155274e-09	-0.0059253983	0.24641415	-0.19005704	3.6912386	-1.2196009	1.0209192	-0.018003345	2.98284	0.0	1.3150898	0.009702342	3330000	21128.19426035881
111	16.132582	5.133644	23.139835	2.4423122	29.0	38.880157	180.0	0.0	1000.0	87096.0	0.02592142857142857	1.5731705	0.7975827	3.4215472	-0.9484846	1.2266631	2.4216921	21.103292	0.22233409	-1.1197184e-08	-0.013292542	-1.6276042e-08	-0.02250599	0.22646755	-0.17837209	50.850758	-24.698637	1.0029159	-0.015213132	1.5031517	0.0	1.316916	0.0096015	3360000	21313.841475963593
112	16.29947	6.113115	23.982292	2.788777	27.566668	30.265146	133.0	0.0	1000.0	87923.0	0.025935988200589972	1.6124306	0.7894326	3.061653	-0.5583473	2.6921265	3.2950943	38.938873	0.76606506	1.6200522e-08	-0.013108441	2.8483074e-08	-0.022969201	0.22426856	-0.17191781	23.96125	-12.532544	0.9877027	-0.013060987	1.5426347	0.0	1.323254	0.009831948	3390000	21499.04115176201
113	15.777231	5.8776264	24.843426	2.0291104	17.8	20.44081	77.0	0.0	1000.0	88457.0	0.025864619883040937	1.5745484	0.79658914	3.4672685	-0.80824035	2.4176352	2.9575071	29.265062	-0.8874075	-6.1296426e-09	-0.010117502	-4.0690105e-09	-0.015274254	0.21163401	-0.16117941	10.420906	-4.6695924	0.97464174	-0.013316035	1.9685698	0.0	1.3184545	0.009709487	3420000	21684.80339550972
114	18.029715	4.4941716	25.046005	4.5654516	24.266666	24.768167	106.0	0.0	1000.0	89185.0	0.02585072463768116	1.797055	0.6692477	3.433159	-0.47834253	2.0592117	3.0887334	27.189163	0.12727186	-1.0000633e-09	-0.010749523	2.4414062e-08	-0.019720687	0.24344467	-0.18054196	21.720984	-6.580327	0.9613257	-0.01210922	1.8013177	0.0	1.3142505	0.009465914	3450000	21873.488363027573
115	15.112752	5.828611	24.3847	5.0952253	20.633333	20.47679	68.0	0.0	1000.0	89804.0	0.02580574712643678	1.6234002	0.76992404	3.3545094	-0.3871062	2.4017832	2.7944095	25.261932	0.2675523	2.8132328e-09	-0.011176183	1.2207031e-08	-0.018494517	0.24482124	-0.19231297	13.083002	-4.504717	0.9492165	-0.011833787	1.7977198	0.0	1.3141358	0.009544561	3480000	22059.616067171097
116	15.4868145	5.2157416	22.168554	5.4383526	20.733334	18.47148	68.0	0.0	1000.0	90426.0	0.025762393162393163	1.5266839	0.8781434	3.5072052	-0.6215984	1.951988	2.334088	23.88589	0.26053002	-1.8113276e-08	-0.01054591	-2.4414062e-08	-0.015020284	0.22067606	-0.16028777	12.067846	-5.8662114	0.9373827	-0.0115612745	1.8942034	0.0	1.3461637	0.009303365	3510000	22250.20358967781
117	15.73656	6.350213	23.760817	1.760369	21.366667	26.618896	107.0	0.0	1000.0	91067.0	0.025725141242937854	1.583481	0.7372897	3.0425828	-0.3211304	1.6984199	2.2110686	24.102121	-0.26927036	-5.554962e-09	-0.010918953	-2.0345052e-08	-0.01825908	0.20788686	-0.1579616	18.538954	-10.016036	0.9258214	-0.011175394	1.8288003	0.0	1.3370922	0.009750005	3540000	22449.920716524124
118	14.131726	6.418287	22.790464	-0.45538938	18.233334	27.652224	120.0	0.0	1000.0	91614.0	0.02566218487394958	1.4720842	0.85155845	3.1624622	-0.55686295	2.3381388	3.4065888	27.831573	-0.7141799	1.08074065e-08	-0.010234218	-4.0690105e-09	-0.016952012	0.21094082	-0.15645634	11.965397	-6.669598	0.914646	-0.011506557	1.9645543	0.0	1.31884	0.009818677	3570000	22649.677499055862
119	17.261787	4.7597914	22.694326	-0.20538408	28.5	43.76433	233.0	0.0	1000.0	92469.0	0.025685833333333335	1.6187886	0.7490518	3.610459	-0.5059755	1.7077293	2.8261428	23.38777	-0.8927187	4.592882e-08	-0.012172833	1.0579427e-07	-0.021699334	0.21051362	-0.16574109	45.290165	-9.5469055	0.9031395	-0.009555638	1.6048387	0.0	1.2964733	0.0092717735	3600000	22837.074769973755
120	16.431192	5.427197	23.510838	3.1188495	22.5	22.943047	82.0	0.0	1000.0	93144.0	0.025659504132231406	1.6529375	0.79050684	3.2374113	-0.5784276	2.7419312	3.3146298	25.101044	1.2524699	1.2341556e-09	-0.010733402	1.6276042e-08	-0.018615846	0.21448253	-0.15321226	16.127205	-5.8203917	0.89358383	-0.009129047	1.8520935	0.0	1.2784295	0.009563872	3630000	23015.849692821503
121	16.612118	5.0908284	23.383087	5.389162	31.7	32.860462	136.0	0.0	1000.0	94095.0	0.025709016393442623	1.6466508	0.74918723	3.3789334	-0.75355965	2.3367798	3.168597	24.193935	0.6218809	8.469173e-09	-0.01164336	2.0345052e-08	-0.020554665	0.218462	-0.16097125	27.812922	-7.929468	0.8844548	-0.0067319274	1.7153478	0.0	1.2802534	0.009231002	3660000	23192.190309762955
